0,1
1.7444139,9.863449
6.8717875,8.3019705
4.6075773,5.218446
-0.30542612,8.582331
2.9582791,4.384972
1.5487971,7.646571
6.9766703,5.9884944
7.079815,10.553843
9.533037,6.4826374
-1.3410993,6.656282
1.3581781,11.716959
2.393817,7.5747504
8.173974,6.800548
5.3477516,6.958083
6.277507,4.302703
3.9500368,4.0623384
5.783925,8.524079
7.989346,9.648848
0.6219673,9.369671
3.316675,5.7346263
0.111116886,5.822012
8.0509205,10.281727
6.8121696,7.022611
2.3195662,4.266088
2.4408436,8.716475
0.6623182,7.5027666
6.900973,11.660344
7.463716,9.574357
2.444037,5.07876
0.4678352,8.414229
4.77885,6.2059393
1.6629307,8.696028
4.601714,3.5695925
-0.069897175,9.56917
2.4358044,10.347469
-0.6855135,6.9399405
8.231733,10.927193
6.470231,7.9900084
1.8896508,11.825064
7.5732183,9.987129
6.694701,5.3311253
1.4185195,7.969682
7.3583636,5.754393
2.0290759,7.5219145
7.5119934,10.597833
4.2002125,5.962724
1.5938933,4.937339
5.408857,4.7816353
3.4829469,4.5718412
2.6404514,3.7113633
1.260503,9.626617
3.0156093,5.2590637
6.251137,8.843544
8.144011,7.3158913
5.85884,7.918253
6.1497493,6.082867
4.900641,6.97579
1.4464896,7.023003
4.509849,4.290386
5.2480993,5.835788
3.1921782,6.2429566
7.194877,8.458391
6.4196415,7.3723626
7.2871685,7.2493467
2.407224,8.263959
7.0178103,9.910725
2.7744274,6.7022076
0.3191886,8.911931
5.649426,7.4454155
1.0986533,9.147886
3.2520823,4.64107
7.2688704,11.143564
3.0552077,7.262727
-0.043174267,8.31307
3.6401157,4.1121273
6.462598,5.9773164
6.303155,6.7388554
0.9402993,8.0573845
1.8243458,11.974102
7.7032557,9.258825
0.41594958,6.3078213
5.09832,6.631849
2.853045,7.451138
6.5277157,4.033395
2.4819055,7.2109632
4.3682137,3.8637788
7.9987936,9.972654
6.150967,8.257118
3.9102066,5.4126496
7.8941603,10.734154
1.7169881,11.594986
7.4130964,7.951045
